"District","FIPS","Year","Free/Reduced Price Meal Eligibility","Variable","Measure Type","Value"
"Naugatuck School District","900949950","2012-2013","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","8.4"
"Naugatuck School District","900949950","2012-2013","Eligible For Free Lunch","Other Count","Number","24"
"Naugatuck School District","900949950","2012-2013","Eligible For Reduced Lunch","Other Count","Number","-9999"
"Naugatuck School District","900949950","2012-2013","Not Eligible For Lunch","Other Count","Number","-9999"
"Naugatuck School District","900949950","2012-2013","Eligible For Free Lunch","Other Rate","Percent","21.6"
"Naugatuck School District","900949950","2012-2013","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Naugatuck School District","900949950","2012-2013","Not Eligible For Lunch","Other Rate","Percent","-9999"
"Naugatuck School District","900949950","2013-2014","Eligible For Free Lunch","Total Cohort Count","Number","119"
"Naugatuck School District","900949950","2013-2014","Eligible For Reduced Lunch","Total Cohort Count","Number","47"
"Naugatuck School District","900949950","2013-2014","Not Eligible For Lunch","Total Cohort Count","Number","167"
"Naugatuck School District","900949950","2013-2014","Eligible For Free Lunch","Four Year Graduation Count","Number","88"
"Naugatuck School District","900949950","2013-2014","Eligible For Reduced Lunch","Four Year Graduation Count","Number","39"
"Naugatuck School District","900949950","2013-2014","Not Eligible For Lunch","Four Year Graduation Count","Number","146"
"Naugatuck School District","900949950","2013-2014","Eligible For Free Lunch","Four Year Graduation Rate","Percent","73.9"
"Naugatuck School District","900949950","2013-2014","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","83.0"
"Naugatuck School District","900949950","2013-2014","Not Eligible For Lunch","Four Year Graduation Rate","Percent","87.4"
"Naugatuck School District","900949950","2013-2014","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Naugatuck School District","900949950","2013-2014","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Naugatuck School District","900949950","2013-2014","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","11"
"Naugatuck School District","900949950","2013-2014","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Naugatuck School District","900949950","2013-2014","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Naugatuck School District","900949950","2013-2014","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","6.6"
"Naugatuck School District","900949950","2013-2014","Eligible For Free Lunch","Other Count","Number","21"
"Naugatuck School District","900949950","2013-2014","Eligible For Reduced Lunch","Other Count","Number","6"
"Naugatuck School District","900949950","2013-2014","Not Eligible For Lunch","Other Count","Number","10"
"Naugatuck School District","900949950","2013-2014","Eligible For Free Lunch","Other Rate","Percent","17.6"
"Naugatuck School District","900949950","2013-2014","Eligible For Reduced Lunch","Other Rate","Percent","12.8"
"Naugatuck School District","900949950","2013-2014","Not Eligible For Lunch","Other Rate","Percent","6.0"
"Naugatuck School District","900949950","2014-2015","Eligible For Free Lunch","Total Cohort Count","Number","151"
"Naugatuck School District","900949950","2014-2015","Eligible For Reduced Lunch","Total Cohort Count","Number","49"
"Naugatuck School District","900949950","2014-2015","Not Eligible For Lunch","Total Cohort Count","Number","137"
"Naugatuck School District","900949950","2014-2015","Eligible For Free Lunch","Four Year Graduation Count","Number","121"
"Naugatuck School District","900949950","2014-2015","Eligible For Reduced Lunch","Four Year Graduation Count","Number","44"
"Naugatuck School District","900949950","2014-2015","Not Eligible For Lunch","Four Year Graduation Count","Number","123"
"Naugatuck School District","900949950","2014-2015","Eligible For Free Lunch","Four Year Graduation Rate","Percent","80.1"
"Naugatuck School District","900949950","2014-2015","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","89.8"
"Naugatuck School District","900949950","2014-2015","Not Eligible For Lunch","Four Year Graduation Rate","Percent","89.8"
"Naugatuck School District","900949950","2014-2015","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","9"
"Naugatuck School District","900949950","2014-2015","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Naugatuck School District","900949950","2014-2015","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Naugatuck School District","900949950","2014-2015","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","6.0"
"Naugatuck School District","900949950","2014-2015","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Naugatuck School District","900949950","2014-2015","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Naugatuck School District","900949950","2014-2015","Eligible For Free Lunch","Other Count","Number","21"
"Naugatuck School District","900949950","2014-2015","Eligible For Reduced Lunch","Other Count","Number","-9999"
"Naugatuck School District","900949950","2014-2015","Not Eligible For Lunch","Other Count","Number","-9999"
"Naugatuck School District","900949950","2014-2015","Eligible For Free Lunch","Other Rate","Percent","13.9"
"Naugatuck School District","900949950","2014-2015","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Naugatuck School District","900949950","2014-2015","Not Eligible For Lunch","Other Rate","Percent","-9999"
"Naugatuck School District","900949950","2015-2016","Eligible For Free Lunch","Total Cohort Count","Number","119"
"Naugatuck School District","900949950","2015-2016","Eligible For Reduced Lunch","Total Cohort Count","Number","48"
"Naugatuck School District","900949950","2015-2016","Not Eligible For Lunch","Total Cohort Count","Number","143"
"Naugatuck School District","900949950","2015-2016","Eligible For Free Lunch","Four Year Graduation Count","Number","89"
"Naugatuck School District","900949950","2015-2016","Eligible For Reduced Lunch","Four Year Graduation Count","Number","41"
"Naugatuck School District","900949950","2015-2016","Not Eligible For Lunch","Four Year Graduation Count","Number","134"
"Naugatuck School District","900949950","2015-2016","Eligible For Free Lunch","Four Year Graduation Rate","Percent","74.8"
"Naugatuck School District","900949950","2015-2016","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","85.4"
"Naugatuck School District","900949950","2015-2016","Not Eligible For Lunch","Four Year Graduation Rate","Percent","93.7"
"Naugatuck School District","900949950","2015-2016","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","11"
"Naugatuck School District","900949950","2015-2016","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Naugatuck School District","900949950","2015-2016","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Naugatuck School District","900949950","2015-2016","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","9.2"
"Naugatuck School District","900949950","2015-2016","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Naugatuck School District","900949950","2015-2016","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Naugatuck School District","900949950","2015-2016","Eligible For Free Lunch","Other Count","Number","19"
"Naugatuck School District","900949950","2015-2016","Eligible For Reduced Lunch","Other Count","Number","-9999"
"Naugatuck School District","900949950","2015-2016","Not Eligible For Lunch","Other Count","Number","-9999"
"Naugatuck School District","900949950","2015-2016","Eligible For Free Lunch","Other Rate","Percent","16.0"
"Naugatuck School District","900949950","2015-2016","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Naugatuck School District","900949950","2015-2016","Not Eligible For Lunch","Other Rate","Percent","-9999"
"Naugatuck School District","900949950","2016-2017","Eligible For Free Lunch","Total Cohort Count","Number","142"
"Naugatuck School District","900949950","2016-2017","Eligible For Reduced Lunch","Total Cohort Count","Number","49"
"Naugatuck School District","900949950","2016-2017","Not Eligible For Lunch","Total Cohort Count","Number","138"
"Naugatuck School District","900949950","2016-2017","Eligible For Free Lunch","Four Year Graduation Count","Number","-9999"
"Naugatuck School District","900949950","2016-2017","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-9999"
"Naugatuck School District","900949950","2016-2017","Not Eligible For Lunch","Four Year Graduation Count","Number","126"
"Naugatuck School District","900949950","2016-2017","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-9999"
"Naugatuck School District","900949950","2016-2017","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-9999"
"Naugatuck School District","900949950","2016-2017","Not Eligible For Lunch","Four Year Graduation Rate","Percent","91.3"
"Naugatuck School District","900949950","2016-2017","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","13"
"Naugatuck School District","900949950","2016-2017","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Naugatuck School District","900949950","2016-2017","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Naugatuck School District","900949950","2016-2017","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","9.2"
"Naugatuck School District","900949950","2016-2017","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Naugatuck School District","900949950","2016-2017","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Naugatuck School District","900949950","2016-2017","Eligible For Free Lunch","Other Count","Number","-9999"
"Naugatuck School District","900949950","2016-2017","Eligible For Reduced Lunch","Other Count","Number","0"
"Naugatuck School District","900949950","2016-2017","Not Eligible For Lunch","Other Count","Number","-9999"
"Naugatuck School District","900949950","2016-2017","Eligible For Free Lunch","Other Rate","Percent","-9999"
