"District","FIPS","Year","Free/Reduced Price Meal Eligibility","Variable","Measure Type","Value"
"Monroe School District","900148620","2013-2014","Not Eligible For Lunch","Total Cohort Count","Number","262"
"Monroe School District","900148620","2013-2014","Eligible For Free Lunch","Four Year Graduation Count","Number","20"
"Monroe School District","900148620","2013-2014","Eligible For Reduced Lunch","Four Year Graduation Count","Number","18"
"Monroe School District","900148620","2013-2014","Not Eligible For Lunch","Four Year Graduation Count","Number","251"
"Monroe School District","900148620","2013-2014","Eligible For Free Lunch","Four Year Graduation Rate","Percent","100.0"
"Monroe School District","900148620","2013-2014","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","100.0"
"Monroe School District","900148620","2013-2014","Not Eligible For Lunch","Four Year Graduation Rate","Percent","95.8"
"Monroe School District","900148620","2013-2014","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Monroe School District","900148620","2013-2014","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Monroe School District","900148620","2013-2014","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","8"
"Monroe School District","900148620","2013-2014","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Monroe School District","900148620","2013-2014","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Monroe School District","900148620","2013-2014","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","3.1"
"Monroe School District","900148620","2013-2014","Eligible For Free Lunch","Other Count","Number","-9999"
"Monroe School District","900148620","2013-2014","Eligible For Reduced Lunch","Other Count","Number","-9999"
"Monroe School District","900148620","2013-2014","Not Eligible For Lunch","Other Count","Number","-9999"
"Monroe School District","900148620","2013-2014","Eligible For Free Lunch","Other Rate","Percent","-9999"
"Monroe School District","900148620","2013-2014","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Monroe School District","900148620","2013-2014","Not Eligible For Lunch","Other Rate","Percent","-9999"
"Monroe School District","900148620","2014-2015","Eligible For Free Lunch","Total Cohort Count","Number","20"
"Monroe School District","900148620","2014-2015","Eligible For Reduced Lunch","Total Cohort Count","Number","19"
"Monroe School District","900148620","2014-2015","Not Eligible For Lunch","Total Cohort Count","Number","282"
"Monroe School District","900148620","2014-2015","Eligible For Free Lunch","Four Year Graduation Count","Number","18"
"Monroe School District","900148620","2014-2015","Eligible For Reduced Lunch","Four Year Graduation Count","Number","19"
"Monroe School District","900148620","2014-2015","Not Eligible For Lunch","Four Year Graduation Count","Number","276"
"Monroe School District","900148620","2014-2015","Eligible For Free Lunch","Four Year Graduation Rate","Percent","90.0"
"Monroe School District","900148620","2014-2015","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","100.0"
"Monroe School District","900148620","2014-2015","Not Eligible For Lunch","Four Year Graduation Rate","Percent","97.9"
"Monroe School District","900148620","2014-2015","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Monroe School District","900148620","2014-2015","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Monroe School District","900148620","2014-2015","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Monroe School District","900148620","2014-2015","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Monroe School District","900148620","2014-2015","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Monroe School District","900148620","2014-2015","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Monroe School District","900148620","2014-2015","Eligible For Free Lunch","Other Count","Number","-9999"
"Monroe School District","900148620","2014-2015","Eligible For Reduced Lunch","Other Count","Number","-9999"
"Monroe School District","900148620","2014-2015","Not Eligible For Lunch","Other Count","Number","-9999"
"Monroe School District","900148620","2014-2015","Eligible For Free Lunch","Other Rate","Percent","-9999"
"Monroe School District","900148620","2014-2015","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Monroe School District","900148620","2014-2015","Not Eligible For Lunch","Other Rate","Percent","-9999"
"Monroe School District","900148620","2015-2016","Eligible For Free Lunch","Total Cohort Count","Number","21"
"Monroe School District","900148620","2015-2016","Eligible For Reduced Lunch","Total Cohort Count","Number","7"
"Monroe School District","900148620","2015-2016","Not Eligible For Lunch","Total Cohort Count","Number","262"
"Monroe School District","900148620","2015-2016","Eligible For Free Lunch","Four Year Graduation Count","Number","21"
"Monroe School District","900148620","2015-2016","Eligible For Reduced Lunch","Four Year Graduation Count","Number","7"
"Monroe School District","900148620","2015-2016","Not Eligible For Lunch","Four Year Graduation Count","Number","259"
"Monroe School District","900148620","2015-2016","Eligible For Free Lunch","Four Year Graduation Rate","Percent","100.0"
"Monroe School District","900148620","2015-2016","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-9999"
"Monroe School District","900148620","2015-2016","Not Eligible For Lunch","Four Year Graduation Rate","Percent","98.9"
"Monroe School District","900148620","2015-2016","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","0"
"Monroe School District","900148620","2015-2016","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","0"
"Monroe School District","900148620","2015-2016","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Monroe School District","900148620","2015-2016","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","0.0"
"Monroe School District","900148620","2015-2016","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Monroe School District","900148620","2015-2016","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Monroe School District","900148620","2015-2016","Eligible For Free Lunch","Other Count","Number","0"
"Monroe School District","900148620","2015-2016","Eligible For Reduced Lunch","Other Count","Number","0"
"Monroe School District","900148620","2015-2016","Not Eligible For Lunch","Other Count","Number","-9999"
"Monroe School District","900148620","2015-2016","Eligible For Free Lunch","Other Rate","Percent","0.0"
"Monroe School District","900148620","2015-2016","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Monroe School District","900148620","2015-2016","Not Eligible For Lunch","Other Rate","Percent","-9999"
"Monroe School District","900148620","2016-2017","Eligible For Free Lunch","Total Cohort Count","Number","35"
"Monroe School District","900148620","2016-2017","Eligible For Reduced Lunch","Total Cohort Count","Number","22"
"Monroe School District","900148620","2016-2017","Not Eligible For Lunch","Total Cohort Count","Number","231"
"Monroe School District","900148620","2016-2017","Eligible For Free Lunch","Four Year Graduation Count","Number","-9999"
"Monroe School District","900148620","2016-2017","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-9999"
"Monroe School District","900148620","2016-2017","Not Eligible For Lunch","Four Year Graduation Count","Number","224"
"Monroe School District","900148620","2016-2017","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-9999"
"Monroe School District","900148620","2016-2017","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-9999"
"Monroe School District","900148620","2016-2017","Not Eligible For Lunch","Four Year Graduation Rate","Percent","97.0"
"Monroe School District","900148620","2016-2017","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Monroe School District","900148620","2016-2017","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","0"
"Monroe School District","900148620","2016-2017","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Monroe School District","900148620","2016-2017","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Monroe School District","900148620","2016-2017","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","0.0"
"Monroe School District","900148620","2016-2017","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Monroe School District","900148620","2016-2017","Eligible For Free Lunch","Other Count","Number","0"
"Monroe School District","900148620","2016-2017","Eligible For Reduced Lunch","Other Count","Number","-9999"
"Monroe School District","900148620","2016-2017","Not Eligible For Lunch","Other Count","Number","-9999"
"Monroe School District","900148620","2016-2017","Eligible For Free Lunch","Other Rate","Percent","0.0"
"Monroe School District","900148620","2016-2017","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Monroe School District","900148620","2016-2017","Not Eligible For Lunch","Other Rate","Percent","-9999"
"Montville School District","901148900","2010-2011","Eligible For Free Lunch","Total Cohort Count","Number","29"
"Montville School District","901148900","2010-2011","Eligible For Reduced Lunch","Total Cohort Count","Number","9"
"Montville School District","901148900","2010-2011","Not Eligible For Lunch","Total Cohort Count","Number","167"
"Montville School District","901148900","2010-2011","Eligible For Free Lunch","Four Year Graduation Count","Number","23"
"Montville School District","901148900","2010-2011","Eligible For Reduced Lunch","Four Year Graduation Count","Number","8"
"Montville School District","901148900","2010-2011","Not Eligible For Lunch","Four Year Graduation Count","Number","143"
"Montville School District","901148900","2010-2011","Eligible For Free Lunch","Four Year Graduation Rate","Percent","79.3"
"Montville School District","901148900","2010-2011","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","88.9"
"Montville School District","901148900","2010-2011","Not Eligible For Lunch","Four Year Graduation Rate","Percent","85.6"
"Montville School District","901148900","2010-2011","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Montville School District","901148900","2010-2011","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Montville School District","901148900","2010-2011","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","7"
"Montville School District","901148900","2010-2011","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Montville School District","901148900","2010-2011","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Montville School District","901148900","2010-2011","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","4.2"
"Montville School District","901148900","2010-2011","Eligible For Free Lunch","Other Count","Number","-9999"
"Montville School District","901148900","2010-2011","Eligible For Reduced Lunch","Other Count","Number","-9999"
"Montville School District","901148900","2010-2011","Not Eligible For Lunch","Other Count","Number","17"
"Montville School District","901148900","2010-2011","Eligible For Free Lunch","Other Rate","Percent","-9999"
"Montville School District","901148900","2010-2011","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Montville School District","901148900","2010-2011","Not Eligible For Lunch","Other Rate","Percent","10.2"
"Montville School District","901148900","2011-2012","Eligible For Free Lunch","Total Cohort Count","Number","42"
"Montville School District","901148900","2011-2012","Eligible For Reduced Lunch","Total Cohort Count","Number","27"
"Montville School District","901148900","2011-2012","Not Eligible For Lunch","Total Cohort Count","Number","154"
"Montville School District","901148900","2011-2012","Eligible For Free Lunch","Four Year Graduation Count","Number","30"
"Montville School District","901148900","2011-2012","Eligible For Reduced Lunch","Four Year Graduation Count","Number","21"
"Montville School District","901148900","2011-2012","Not Eligible For Lunch","Four Year Graduation Count","Number","142"
"Montville School District","901148900","2011-2012","Eligible For Free Lunch","Four Year Graduation Rate","Percent","71.4"
"Montville School District","901148900","2011-2012","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","77.8"
"Montville School District","901148900","2011-2012","Not Eligible For Lunch","Four Year Graduation Rate","Percent","92.2"
"Montville School District","901148900","2011-2012","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Montville School District","901148900","2011-2012","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Montville School District","901148900","2011-2012","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Montville School District","901148900","2011-2012","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Montville School District","901148900","2011-2012","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Montville School District","901148900","2011-2012","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Montville School District","901148900","2011-2012","Eligible For Free Lunch","Other Count","Number","11"
"Montville School District","901148900","2011-2012","Eligible For Reduced Lunch","Other Count","Number","-9999"
"Montville School District","901148900","2011-2012","Not Eligible For Lunch","Other Count","Number","-9999"
"Montville School District","901148900","2011-2012","Eligible For Free Lunch","Other Rate","Percent","26.2"
"Montville School District","901148900","2011-2012","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Montville School District","901148900","2011-2012","Not Eligible For Lunch","Other Rate","Percent","-9999"
"Montville School District","901148900","2012-2013","Eligible For Free Lunch","Total Cohort Count","Number","46"
"Montville School District","901148900","2012-2013","Eligible For Reduced Lunch","Total Cohort Count","Number","19"
"Montville School District","901148900","2012-2013","Not Eligible For Lunch","Total Cohort Count","Number","123"
"Montville School District","901148900","2012-2013","Eligible For Free Lunch","Four Year Graduation Count","Number","33"
"Montville School District","901148900","2012-2013","Eligible For Reduced Lunch","Four Year Graduation Count","Number","15"
"Montville School District","901148900","2012-2013","Not Eligible For Lunch","Four Year Graduation Count","Number","113"
"Montville School District","901148900","2012-2013","Eligible For Free Lunch","Four Year Graduation Rate","Percent","71.7"
"Montville School District","901148900","2012-2013","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","78.9"
"Montville School District","901148900","2012-2013","Not Eligible For Lunch","Four Year Graduation Rate","Percent","91.9"
"Montville School District","901148900","2012-2013","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Montville School District","901148900","2012-2013","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Montville School District","901148900","2012-2013","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","6"
"Montville School District","901148900","2012-2013","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Montville School District","901148900","2012-2013","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Montville School District","901148900","2012-2013","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","4.9"
"Montville School District","901148900","2012-2013","Eligible For Free Lunch","Other Count","Number","8"
"Montville School District","901148900","2012-2013","Eligible For Reduced Lunch","Other Count","Number","-9999"
"Montville School District","901148900","2012-2013","Not Eligible For Lunch","Other Count","Number","-9999"
"Montville School District","901148900","2012-2013","Eligible For Free Lunch","Other Rate","Percent","17.4"
"Montville School District","901148900","2012-2013","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Montville School District","901148900","2012-2013","Not Eligible For Lunch","Other Rate","Percent","-9999"
"Montville School District","901148900","2013-2014","Eligible For Free Lunch","Total Cohort Count","Number","50"
"Montville School District","901148900","2013-2014","Eligible For Reduced Lunch","Total Cohort Count","Number","17"
"Montville School District","901148900","2013-2014","Not Eligible For Lunch","Total Cohort Count","Number","126"
"Montville School District","901148900","2013-2014","Eligible For Free Lunch","Four Year Graduation Count","Number","37"
"Montville School District","901148900","2013-2014","Eligible For Reduced Lunch","Four Year Graduation Count","Number","16"
"Montville School District","901148900","2013-2014","Not Eligible For Lunch","Four Year Graduation Count","Number","118"
"Montville School District","901148900","2013-2014","Eligible For Free Lunch","Four Year Graduation Rate","Percent","74.0"
"Montville School District","901148900","2013-2014","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","94.1"
"Montville School District","901148900","2013-2014","Not Eligible For Lunch","Four Year Graduation Rate","Percent","93.7"
"Montville School District","901148900","2013-2014","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Montville School District","901148900","2013-2014","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Montville School District","901148900","2013-2014","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Montville School District","901148900","2013-2014","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Montville School District","901148900","2013-2014","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Montville School District","901148900","2013-2014","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Montville School District","901148900","2013-2014","Eligible For Free Lunch","Other Count","Number","9"
"Montville School District","901148900","2013-2014","Eligible For Reduced Lunch","Other Count","Number","-9999"
"Montville School District","901148900","2013-2014","Not Eligible For Lunch","Other Count","Number","-9999"
"Montville School District","901148900","2013-2014","Eligible For Free Lunch","Other Rate","Percent","18.0"
"Montville School District","901148900","2013-2014","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Montville School District","901148900","2013-2014","Not Eligible For Lunch","Other Rate","Percent","-9999"
"Montville School District","901148900","2014-2015","Eligible For Free Lunch","Total Cohort Count","Number","37"
"Montville School District","901148900","2014-2015","Eligible For Reduced Lunch","Total Cohort Count","Number","23"
"Montville School District","901148900","2014-2015","Not Eligible For Lunch","Total Cohort Count","Number","119"
"Montville School District","901148900","2014-2015","Eligible For Free Lunch","Four Year Graduation Count","Number","32"
"Montville School District","901148900","2014-2015","Eligible For Reduced Lunch","Four Year Graduation Count","Number","22"
"Montville School District","901148900","2014-2015","Not Eligible For Lunch","Four Year Graduation Count","Number","113"
"Montville School District","901148900","2014-2015","Eligible For Free Lunch","Four Year Graduation Rate","Percent","86.5"
"Montville School District","901148900","2014-2015","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","95.7"
"Montville School District","901148900","2014-2015","Not Eligible For Lunch","Four Year Graduation Rate","Percent","95.0"
"Montville School District","901148900","2014-2015","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Montville School District","901148900","2014-2015","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Montville School District","901148900","2014-2015","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Montville School District","901148900","2014-2015","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Montville School District","901148900","2014-2015","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Montville School District","901148900","2014-2015","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Montville School District","901148900","2014-2015","Eligible For Free Lunch","Other Count","Number","-9999"
"Montville School District","901148900","2014-2015","Eligible For Reduced Lunch","Other Count","Number","-9999"
"Montville School District","901148900","2014-2015","Not Eligible For Lunch","Other Count","Number","-9999"
"Montville School District","901148900","2014-2015","Eligible For Free Lunch","Other Rate","Percent","-9999"
"Montville School District","901148900","2014-2015","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Montville School District","901148900","2014-2015","Not Eligible For Lunch","Other Rate","Percent","-9999"
"Montville School District","901148900","2015-2016","Eligible For Free Lunch","Total Cohort Count","Number","47"
"Montville School District","901148900","2015-2016","Eligible For Reduced Lunch","Total Cohort Count","Number","29"
"Montville School District","901148900","2015-2016","Not Eligible For Lunch","Total Cohort Count","Number","104"
"Montville School District","901148900","2015-2016","Eligible For Free Lunch","Four Year Graduation Count","Number","35"
"Montville School District","901148900","2015-2016","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-9999"
"Montville School District","901148900","2015-2016","Not Eligible For Lunch","Four Year Graduation Count","Number","-9999"
"Montville School District","901148900","2015-2016","Eligible For Free Lunch","Four Year Graduation Rate","Percent","74.5"
"Montville School District","901148900","2015-2016","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-9999"
"Montville School District","901148900","2015-2016","Not Eligible For Lunch","Four Year Graduation Rate","Percent","-9999"
"Montville School District","901148900","2015-2016","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Montville School District","901148900","2015-2016","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","0"
"Montville School District","901148900","2015-2016","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","0"
"Montville School District","901148900","2015-2016","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Montville School District","901148900","2015-2016","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","0.0"
"Montville School District","901148900","2015-2016","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","0.0"
"Montville School District","901148900","2015-2016","Eligible For Free Lunch","Other Count","Number","-9999"
"Montville School District","901148900","2015-2016","Eligible For Reduced Lunch","Other Count","Number","-9999"
"Montville School District","901148900","2015-2016","Not Eligible For Lunch","Other Count","Number","-9999"
"Montville School District","901148900","2015-2016","Eligible For Free Lunch","Other Rate","Percent","-9999"
"Montville School District","901148900","2015-2016","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Montville School District","901148900","2015-2016","Not Eligible For Lunch","Other Rate","Percent","-9999"
"Montville School District","901148900","2016-2017","Eligible For Free Lunch","Total Cohort Count","Number","51"
"Montville School District","901148900","2016-2017","Eligible For Reduced Lunch","Total Cohort Count","Number","23"
"Montville School District","901148900","2016-2017","Not Eligible For Lunch","Total Cohort Count","Number","80"
"Montville School District","901148900","2016-2017","Eligible For Free Lunch","Four Year Graduation Count","Number","-9999"
"Montville School District","901148900","2016-2017","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-9999"
"Montville School District","901148900","2016-2017","Not Eligible For Lunch","Four Year Graduation Count","Number","74"
"Montville School District","901148900","2016-2017","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-9999"
"Montville School District","901148900","2016-2017","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-9999"
"Montville School District","901148900","2016-2017","Not Eligible For Lunch","Four Year Graduation Rate","Percent","92.5"
"Montville School District","901148900","2016-2017","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Montville School District","901148900","2016-2017","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Montville School District","901148900","2016-2017","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Montville School District","901148900","2016-2017","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Montville School District","901148900","2016-2017","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Montville School District","901148900","2016-2017","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Montville School District","901148900","2016-2017","Eligible For Free Lunch","Other Count","Number","-9999"
"Montville School District","901148900","2016-2017","Eligible For Reduced Lunch","Other Count","Number","0"
"Montville School District","901148900","2016-2017","Not Eligible For Lunch","Other Count","Number","-9999"
"Montville School District","901148900","2016-2017","Eligible For Free Lunch","Other Rate","Percent","-9999"
"Montville School District","901148900","2016-2017","Eligible For Reduced Lunch","Other Rate","Percent","0.0"
"Montville School District","901148900","2016-2017","Not Eligible For Lunch","Other Rate","Percent","-9999"
"Naugatuck School District","900949950","2010-2011","Eligible For Free Lunch","Total Cohort Count","Number","88"
"Naugatuck School District","900949950","2010-2011","Eligible For Reduced Lunch","Total Cohort Count","Number","33"
"Naugatuck School District","900949950","2010-2011","Not Eligible For Lunch","Total Cohort Count","Number","249"
"Naugatuck School District","900949950","2010-2011","Eligible For Free Lunch","Four Year Graduation Count","Number","65"
"Naugatuck School District","900949950","2010-2011","Eligible For Reduced Lunch","Four Year Graduation Count","Number","24"
"Naugatuck School District","900949950","2010-2011","Not Eligible For Lunch","Four Year Graduation Count","Number","217"
"Naugatuck School District","900949950","2010-2011","Eligible For Free Lunch","Four Year Graduation Rate","Percent","73.9"
"Naugatuck School District","900949950","2010-2011","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","72.7"
"Naugatuck School District","900949950","2010-2011","Not Eligible For Lunch","Four Year Graduation Rate","Percent","87.1"
"Naugatuck School District","900949950","2010-2011","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Naugatuck School District","900949950","2010-2011","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Naugatuck School District","900949950","2010-2011","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","11"
"Naugatuck School District","900949950","2010-2011","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Naugatuck School District","900949950","2010-2011","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Naugatuck School District","900949950","2010-2011","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","4.4"
"Naugatuck School District","900949950","2010-2011","Eligible For Free Lunch","Other Count","Number","-9999"
"Naugatuck School District","900949950","2010-2011","Eligible For Reduced Lunch","Other Count","Number","-9999"
"Naugatuck School District","900949950","2010-2011","Not Eligible For Lunch","Other Count","Number","21"
"Naugatuck School District","900949950","2010-2011","Eligible For Free Lunch","Other Rate","Percent","-9999"
"Naugatuck School District","900949950","2010-2011","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Naugatuck School District","900949950","2010-2011","Not Eligible For Lunch","Other Rate","Percent","8.4"
"Naugatuck School District","900949950","2011-2012","Eligible For Free Lunch","Total Cohort Count","Number","108"
"Naugatuck School District","900949950","2011-2012","Eligible For Reduced Lunch","Total Cohort Count","Number","45"
"Naugatuck School District","900949950","2011-2012","Not Eligible For Lunch","Total Cohort Count","Number","215"
"Naugatuck School District","900949950","2011-2012","Eligible For Free Lunch","Four Year Graduation Count","Number","75"
"Naugatuck School District","900949950","2011-2012","Eligible For Reduced Lunch","Four Year Graduation Count","Number","35"
"Naugatuck School District","900949950","2011-2012","Not Eligible For Lunch","Four Year Graduation Count","Number","200"
"Naugatuck School District","900949950","2011-2012","Eligible For Free Lunch","Four Year Graduation Rate","Percent","69.4"
"Naugatuck School District","900949950","2011-2012","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","77.8"
"Naugatuck School District","900949950","2011-2012","Not Eligible For Lunch","Four Year Graduation Rate","Percent","93.0"
"Naugatuck School District","900949950","2011-2012","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","9"
"Naugatuck School District","900949950","2011-2012","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Naugatuck School District","900949950","2011-2012","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Naugatuck School District","900949950","2011-2012","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","8.3"
"Naugatuck School District","900949950","2011-2012","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Naugatuck School District","900949950","2011-2012","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Naugatuck School District","900949950","2011-2012","Eligible For Free Lunch","Other Count","Number","24"
"Naugatuck School District","900949950","2011-2012","Eligible For Reduced Lunch","Other Count","Number","-9999"
"Naugatuck School District","900949950","2011-2012","Not Eligible For Lunch","Other Count","Number","-9999"
"Naugatuck School District","900949950","2011-2012","Eligible For Free Lunch","Other Rate","Percent","22.2"
"Naugatuck School District","900949950","2011-2012","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Naugatuck School District","900949950","2011-2012","Not Eligible For Lunch","Other Rate","Percent","-9999"
"Naugatuck School District","900949950","2012-2013","Eligible For Free Lunch","Total Cohort Count","Number","111"
"Naugatuck School District","900949950","2012-2013","Eligible For Reduced Lunch","Total Cohort Count","Number","46"
"Naugatuck School District","900949950","2012-2013","Not Eligible For Lunch","Total Cohort Count","Number","178"
"Naugatuck School District","900949950","2012-2013","Eligible For Free Lunch","Four Year Graduation Count","Number","75"
"Naugatuck School District","900949950","2012-2013","Eligible For Reduced Lunch","Four Year Graduation Count","Number","35"
"Naugatuck School District","900949950","2012-2013","Not Eligible For Lunch","Four Year Graduation Count","Number","151"
"Naugatuck School District","900949950","2012-2013","Eligible For Free Lunch","Four Year Graduation Rate","Percent","67.6"
"Naugatuck School District","900949950","2012-2013","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","76.1"
"Naugatuck School District","900949950","2012-2013","Not Eligible For Lunch","Four Year Graduation Rate","Percent","84.8"
"Naugatuck School District","900949950","2012-2013","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","12"
"Naugatuck School District","900949950","2012-2013","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","7"
"Naugatuck School District","900949950","2012-2013","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","15"
"Naugatuck School District","900949950","2012-2013","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","10.8"
"Naugatuck School District","900949950","2012-2013","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","15.2"
